"90","RELIEVE C.A.","1","FLA-1813-A","FLA-SPRAY METALIC GOLD","514","SPRAY","2" 
345","PINTURAS TERESEN C.A.","1","FLA-320-060-1","BARNIZ NOGAL","800","BARNICES","4" 
345","PINTURAS TERESEN C.A.","1","FLA-355-001-1","FLA-WALL SATINADO BLANCO","505","PINTURAS CAUCHOS","2" 
345","PINTURAS TERESEN C.A.","1","FLA-355-013-1","REGIONAL SATINADO ROSA INTENSO","505","PINTURAS CAUCHOS","8" 
345","PINTURAS TERESEN C.A.","1","FLA-355-031-1","FLA-WALL SAT.LILA CLARO","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-355-050-1","FLA-WALL SATINADO ROJO BESO","505","PINTURAS CAUCHOS","8" 
345","PINTURAS TERESEN C.A.","1","FLA-355-060-1","FLA-WALL SAT NARANJA AMANECER","505","PINTURAS CAUCHOS","5" 
345","PINTURAS TERESEN C.A.","1","FLA-355-070-1","FLA-WALL SATINADO VERDE MANZAN","505","PINTURAS CAUCHOS","14" 
345","PINTURAS TERESEN C.A.","1","FLA-355-102-1","FLA-WALL SATINADO BASE C/ NEUT","505","PINTURAS CAUCHOS","12" 
345","PINTURAS TERESEN C.A.","1","FLA-355-103-1","FLA-WALL SAT/COL/OSCUROS","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-355-105-1","FLA-WALL SATINADO BLANCO OSTRA","505","PINTURAS CAUCHOS","1" 
345","PINTURAS TERESEN C.A.","1","FLA-355-128-1","FLA-WALL SAT SALMON","505","PINTURAS CAUCHOS","7" 
345","PINTURAS TERESEN C.A.","1","FLA-355-160-1","FLA-WALL SAT.SABILA","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-355-170-1","FLA-WALL SAT CHOCOLATE","505","PINTURAS CAUCHOS","1" 
345","PINTURAS TERESEN C.A.","1","FLA-355-2418T-1","FLA-WALL SATINADO AZUL LAGO","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-355-2495T-1","FLA-WALL SATINADO VERDE SUERTE","505","PINTURAS CAUCHOS","17" 
345","PINTURAS TERESEN C.A.","1","FLA-355-2502D-1","FLA-WALL SATINADO VERDE SUE¥O","505","PINTURAS CAUCHOS","5" 
345","PINTURAS TERESEN C.A.","1","FLA-498-000-4","CATALIZADOR ADUCTO-AMINA PAR.B","506","PINTURAS EPOXICOS","2" 
345","PINTURAS TERESEN C.A.","1","FLA-70-017-1","FLA-WALL MALVA","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-70-031-1","FLA-WALL NARANJA INTENSO","505","PINTURAS CAUCHOS","6" 
345","PINTURAS TERESEN C.A.","1","FLA-70-042-1","FLA-WALL ROSA SALVAJE","505","PINTURAS CAUCHOS","7" 
345","PINTURAS TERESEN C.A.","1","FLA-70-061-1","FLA WALL VERDE BAMBU","505","PINTURAS CAUCHOS","18" 
345","PINTURAS TERESEN C.A.","1","FLA-70-100-1","FLA-WALL BASE COLORES CLAROS","505","PINTURAS CAUCHOS","20" 
345","PINTURAS TERESEN C.A.","1","FLA-70-100-4","FLA-WALL BASE COLORES CLAROS","505","PINTURAS CAUCHOS","8" 
345","PINTURAS TERESEN C.A.","1","FLA-70-101-1","FLA-WALL BASE COLORES MEDIOS","505","PINTURAS CAUCHOS","14" 
345","PINTURAS TERESEN C.A.","1","FLA-70-104-1","FLA-WALL BASE COLORES NEUTRA","505","PINTURAS CAUCHOS","8" 
345","PINTURAS TERESEN C.A.","1","FLA-70-105-1","FLA-WALL BASE COLORES OSCUROS","505","PINTURAS CAUCHOS","6" 
345","PINTURAS TERESEN C.A.","1","FLA-70-11-1","FLA-WALL BLANCO","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-70-11-5","FLA-WALL BLANCO","505","PINTURAS CAUCHOS","2" 
345","PINTURAS TERESEN C.A.","1","FLA-70-12-1","FLA-WALL BLANCO OSTRA","505","PINTURAS CAUCHOS","3" 
345","PINTURAS TERESEN C.A.","1","FLA-70-12-5","FLA-WALL BLANCO OSTRA","505","PINTURAS CAUCHOS","2" 
345","PINTURAS TERESEN C.A.","1","FLA-70-21-1","FLA-WALL BEIGE SAHARA","505","PINTURAS CAUCHOS","7" 
345","PINTURAS TERESEN C.A.","1","FLA-70-2137T-1","FLA-WALL ALBARICOQUE","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-70-23-1","FLA-WALL MARFIL","505","PINTURAS CAUCHOS","3" 
345","PINTURAS TERESEN C.A.","1","FLA-70-23-5","FLA-WALL MARFIL","505","PINTURAS CAUCHOS","1" 
345","PINTURAS TERESEN C.A.","1","FLA-70-2340P-1","FLA-WALL SWEET LAVANDER","505","PINTURAS CAUCHOS","3" 
345","PINTURAS TERESEN C.A.","1","FLA-70-2437P-1","FLA-WALL DELPHI","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-70-2482D-1","FLA-WALL VERDE CARIBE","505","PINTURAS CAUCHOS","16" 
345","PINTURAS TERESEN C.A.","1","FLA-70-2497C-1","FLA-WALL OCEANO","505","PINTURAS CAUCHOS","6" 
345","PINTURAS TERESEN C.A.","1","FLA-70-29-1","FLA-WALL AMARILLO SOL","505","PINTURAS CAUCHOS","7" 
345","PINTURAS TERESEN C.A.","1","FLA-70-32-1","FLA-WALL MOSTAZA","505","PINTURAS CAUCHOS","10" 
345","PINTURAS TERESEN C.A.","1","FLA-70-41-1","FLA-WALL ROJO TEJA","505","PINTURAS CAUCHOS","6" 
345","PINTURAS TERESEN C.A.","1","FLA-70-43-1","FLA-WALL ROJO","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-70-53-C-1","FLA-WALL AZUL FUERTE","505","PINTURAS CAUCHOS","7" 
345","PINTURAS TERESEN C.A.","1","FLA-70-62-1","FLA-WALL VERDE BOSQUE","505","PINTURAS CAUCHOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-70-81-1","FLA-WALL GRIS CEMENTO","505","PINTURAS CAUCHOS","2" 
345","PINTURAS TERESEN C.A.","1","FLA-740-F100-1","FLA-CRIL BLANCO ACRILICO","500","PINTURAS ACRILICAS","1" 
345","PINTURAS TERESEN C.A.","1","FLA-740-F800-1","FLA-CRYL NEGRO","500","PINTURAS ACRILICAS","2" 
345","PINTURAS TERESEN C.A.","1","FLA-80-05-1","ALUMINIO DIFUSO","502","PINTURAS ALUMINIOS","4" 
345","PINTURAS TERESEN C.A.","1","FLA-856-505-1","LACA NITRO ROJO CADMION","516","LACAS",".75" 
345","PINTURAS TERESEN C.A.","1","FLA-945-0900-4","CATALIXADOR EPOXY","506","PINTURAS EPOXICOS","3" 
345","PINTURAS TERESEN C.A.","1","FLA-945-5015-1","EPOXI POLIAMIDA AZUL PISCINA","506","PINTURAS EPOXICOS","6" 
345","PINTURAS TERESEN C.A.","1","FLA-945-9003-1","EPOXI P.47% BLANCO (4:1)","506","PINTURAS EPOXICOS","4" 
345","PINTURAS TERESEN C.A.","1","REG-65-13-5","PASTA PROFESIONAL REGIONAL","505","PINTURAS CAUCHOS","2" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F100-1","ARMONIA SUPER ESMALTE BLANCO","507","PINTURAS ESMALTES","20.25" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F100-4","ARMONIA SUPER ESMALTE BLANCO","507","PINTURAS ESMALTES","24" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F208-1","ARMONIA SUPER ESMA.ARAGUANEY 1","507","PINTURAS ESMALTES","12" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F208-4","SUPER ESMALTE ARAGUANEY","507","PINTURAS ESMALTES","24" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F620-1","ARMONIA SUPER ESMALTE GRIS OSC","507","PINTURAS ESMALTES","12" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F620-4","ARM SUPER ESMALTE GRIS OSCURO","507","PINTURAS ESMALTES","12" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F630-1","ARM SUPER ESMAL GRIS CLARO","507","PINTURAS ESMALTES","12" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F630-4","SUPER ESMALTE GRIS CLARO","507","PINTURAS ESMALTES","12" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F701-1","ARMONIA SUPER ESMALTE ENCINA 1","507","PINTURAS ESMALTES","20" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F701-4","SUPER ESMALTE ENCINA","507","PINTURAS ESMALTES","60" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F810-1","SUPER ESMALTE NEGRO","507","PINTURAS ESMALTES","2.37" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-026F810-4","ARMONIA SUPER ESMALTE NEGRO","507","PINTURAS ESMALTES","28" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F101-1","ARMONIA INTERIOR BLANCO","505","PINTURAS CAUCHOS","48" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F101-3","ARMONIA INTERIOR BLANCO","505","PINTURAS CAUCHOS",".5" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F101-5","ARMONIA INTERIOR BLANCO","505","PINTURAS CAUCHOS","11" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F105-1","ARMONIA INTERIOR BLANCO OSTRA","505","PINTURAS CAUCHOS","119" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F113-1","ARMONIA INTERIOR ROSA SERENA","505","PINTURAS CAUCHOS","46" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F140-1","ARMONIA INTERIOR MARFIL SUAVE","505","PINTURAS CAUCHOS","12" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F142-1","ARMONIA INTERIOR DURAZNO TIERN","505","PINTURAS CAUCHOS","188" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F2026T-1","ARMONIA INTERIOR RAYO SOLAR","505","PINTURAS CAUCHOS","29" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F2069D-1","ARMONIA INTERIOR MANDARINA","505","PINTURAS CAUCHOS","20" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F214-1","ARMONIA INTERIOR MELON CLARO","505","PINTURAS CAUCHOS","301" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F2247P-1","ARMONIA INT.HECHIZO DE LUNA","505","PINTURAS CAUCHOS","33" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F2374T-1","ARMONIA INTERIOR ETERNO AZUL","505","PINTURAS CAUCHOS","63" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F2398D-1","ARMONIA INTERIOR CLEOPATRA","505","PINTURAS CAUCHOS","32" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F2481D-1","ARMONIA INTERIOR JAMAICA","505","PINTURAS CAUCHOS","23" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F3003P-1","ARMONIA INTERIOR BARILOCHE","505","PINTURAS CAUCHOS","62" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F600-1","ARMONIA INTERIOR VEREDA","505","PINTURAS CAUCHOS","220" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-072F700-1","ARMONIA INTERIOR MOSQUETERO","505","PINTURAS CAUCHOS","6" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F116-1","ARMONIA VINTAGE LILA DULCE","505","PINTURAS CAUCHOS","8" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F117-1","ARMONIA VINTAGE LILA INSPIRACI","505","PINTURAS CAUCHOS","7" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F131-1","ARMONIA INT.VINTAGE NECTARINA","505","PINTURAS CAUCHOS","8" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F140-1","ARMONIA INTERIOR VAINILLA CREM","505","PINTURAS CAUCHOS","13" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F165-1","ARMONIA INT.VINTAGE TESORO MAR","505","PINTURAS CAUCHOS","7" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F300-1","ARMONIA VINTAGE VINO ESPUMOSO","505","PINTURAS CAUCHOS","5" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F501-1","ARMONIA INTERIOR CIELO ABIERTO","505","PINTURAS CAUCHOS","5" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F502-1","ARMONIA VINTAGE AZUL ATLANTIS","505","PINTURAS CAUCHOS","7" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-079F600-1","ARMONIA VINTAGE LIMONCELLO","505","PINTURAS CAUCHOS","4" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F001-1","ARMONIA SATINADO BLANCO","505","PINTURAS CAUCHOS","27" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F010-1","ARMONIA SATINADO BCO. DURAZNO","505","PINTURAS CAUCHOS","63" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F015-1","SATINADO  RAFIA","505","PINTURAS CAUCHOS","34" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F031-1","ARMONIA SATINADO NECTARI","505","PINTURAS CAUCHOS","22" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F040-1","ARMONIA SATINADO MELON SUAVE","505","PINTURAS CAUCHOS","46" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F080-1","ARMONIA SATINADO VERDE CRISTAL","505","PINTURAS CAUCHOS","52" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F084-1","ARMONIA SATINADO AGUAMARINA","505","PINTURAS CAUCHOS","216" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F085-1","ARMONIA SATINADO AGUACATE","505","PINTURAS CAUCHOS","30" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F087-1","ARMONIA SATINADO ACEITUNA","505","PINTURAS CAUCHOS","10" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F100-1","BASE SATINADA COLORES CLAROS","505","PINTURAS CAUCHOS","73.25" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F101-1","ARMONIA SATINADO BASE C/MEDIOS","505","PINTURAS CAUCHOS","11.5" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F104-1","BASE SATINADA COLORES NEUTRA","505","PINTURAS CAUCHOS","17.75" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F2019T-1","ARMONIA SATINADO REFLEJOS","505","PINTURAS CAUCHOS","4" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F2043P-1","ARMONIA SATINADO BRILLO DORADO","505","PINTURAS CAUCHOS","46" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F2185P-1","ARMONIA SATINADO SE/ORITA","505","PINTURAS CAUCHOS","42" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F2237D-1","ARMONIA SATINADO DULC.CEREZA","505","PINTURAS CAUCHOS","32" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F2417T-1","ARMONIA SATINADO AZUL LLUVIA","505","PINTURAS CAUCHOS","186" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F2436P-1","ARMONIA SATINADO ARBELA","505","PINTURAS CAUCHOS","14" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-085F2503D-1","ARMONIA SATINADO VERDE BERILO","505","PINTURAS CAUCHOS","7" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F071-1","ARMONIA EXTERIOR COCOA","505","PINTURAS CAUCHOS","43" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F100-1","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","39" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F100-3","ARMONIA EXTERIOR BLANCO 4 GL","505","PINTURAS CAUCHOS","20" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F100-5","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","10" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F101-1","BASE EXTERIOR COLORES CLAROS","505","PINTURAS CAUCHOS","4.75" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F104-1","BASE EXTERIOR COLORES NEUTRO","505","PINTURAS CAUCHOS","11.75" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F105-1","BASE EXTERIOR COLORES OSCUROS","505","PINTURAS CAUCHOS","1" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F107-1","ARMONIA EXTERIOR BASE C/MEDIOS","505","PINTURAS CAUCHOS","19.75" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F154-1","ARMONIA EXTERIOR MAGNOLIA","505","PINTURAS CAUCHOS","25" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F2040T-1","ARMONIA EXTERIOR CROCUS","505","PINTURAS CAUCHOS","13" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F210-1","ARMONIA EXTERIOR CREMA ANTE","505","PINTURAS CAUCHOS","8" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F2109T-1","ARMONIA EXTERIOR ROSA TE","505","PINTURAS CAUCHOS","89" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F2147C-1","ARMONIA EXTERIOR TOSTADO","505","PINTURAS CAUCHOS","6" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F2411D-1","ARMONIA EXTERIOR AZUL ZAFIRO","505","PINTURAS CAUCHOS","35" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F244-1","ARMONIA EXTERIOR BAMBU","505","PINTURAS CAUCHOS","51" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F2476C-1","ARMONIA EXTERIOR MAR","505","PINTURAS CAUCHOS","24" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F2805C-1","ARMONIA EXTERIOR AVELLANA","505","PINTURAS CAUCHOS","12" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F389-1","ARMONIA EXTERIOR ROJO PETALO","505","PINTURAS CAUCHOS","5" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F491-1","ARMONIA EXTERIOR AZUL CROMO","505","PINTURAS CAUCHOS","54" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F496-1","ARMONIA EXTERIOR TURQUESA REAL","505","PINTURAS CAUCHOS","46" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F515-1","ARMONIA EXTERIOR AVOCADO","505","PINTURAS CAUCHOS","31" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-582F669-1","ARMONIA EXTERIOR GRIS CONCRETO","505","PINTURAS CAUCHOS","21" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-65-12-E-1","PASTA ARMONIA","505","PINTURAS CAUCHOS","27" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-65-12-E-4","ARMONIA PASTA PROF.ESPECIAL","505","PINTURAS CAUCHOS","48" 
356","COLORES SANTA ROSALIA C.A.","1","ARM-65-12-E-5","PASTA PROFESIONAL ARMONIA","505","PINTURAS CAUCHOS","10" 
356","COLORES SANTA ROSALIA C.A.","1","CCA-1900-KX-4","COLORANTE WHITE","517","TINTAS",".004" 
356","COLORES SANTA ROSALIA C.A.","1","CCA-1921-D-4","COLORANTE THALO GREEN","517","TINTAS","5.504" 
356","COLORES SANTA ROSALIA C.A.","1","CCA-1935-F-4","COLORANTE RED OXIDE","517","TINTAS",".936" 
356","COLORES SANTA ROSALIA C.A.","1","CCA-1948-RH-4","COLORANTE RED RH","517","TINTAS","5.23" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-010-000-1","SILICON TRANSP.P/OBRA LIMPIA","201","IMPERMEABILIZANTES","2" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-10-82-1","FONDO P/HERRERIA ROJO","501","FONDOS","111" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-10-82-4","FONDO P/HERRERIA ROJO","501","FONDOS","24" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-10-83-1","FONDO ESPECIAL GRIS","501","FONDOS","1" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-10-84-1","FONDO P/HERRERIA GRIS","501","FONDOS","8" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-10-84-4","FONDO P/HERRERIA GRIS","501","FONDOS","38" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-10-91-1","FONDO P/HERRERIA NEGRO","501","FONDOS","35" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-10-91-4","FONDO NEGRO","501","FONDOS","4" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-11-11-1","FONDO PROTECTOR BLANCO","501","FONDOS","39" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-11-11-4","FONDO PROTECTOR BLANCO","501","FONDOS","6" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-169-100-1","SELLADOR NITRO LISTO PARA USAR","802","SELLADORES PARA MADERA","5" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-169-100-4","SELLADOR LISTO PARA USAR","802","SELLADORES PARA MADERA","3" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-17-00-1","FONDO ECOLOG/ANTIALCALINO","501","FONDOS","23" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-17-00-5","FONDO ECOLOGICO ANTIALCALINO","501","FONDOS","22" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-180-912-1","FONDO GRIS RELLENADOR","501","FONDOS","16.75" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-01-1","FLA-GLOSS TRANSPARENTE","507","PINTURAS ESMALTES","40" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-042-1","FLA-GLOSS ROJO CEREZA NUEVO.","507","PINTURAS ESMALTES","6" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-042-4","ESMALTE FLA-GLOSS ROJO CEREZA","507","PINTURAS ESMALTES","51" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-071-1","FLA-GLOSS ESM. AVELLANA CLARO.","507","PINTURAS ESMALTES","30" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-071-4","ESMALTE FLA-GLOS AVELLANA CLAR","507","PINTURAS ESMALTES","2" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-072-1","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","35" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-072-4","ESMALTE FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","72" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-081-1","FLA-GLOSS GRIS CLARO 1/1","507","PINTURAS ESMALTES","24" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-081-4","ESMALTE FLA-GLOSS GRIS CLARO","507","PINTURAS ESMALTES","68" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-11-1","FLA-GLOSS BLANCO","507","PINTURAS ESMALTES","26.5" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-11-4","FLA-GLOSS BLANCO","507","PINTURAS ESMALTES","37" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-12-1","FLA-GLOSS BLANCO OSTRA","507","PINTURAS ESMALTES","56" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-12-4","FLA-GLOSS BLANCO OSTRA","507","PINTURAS ESMALTES","31" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-21-1","FLA-GLOSS MARFIL SUAVE","507","PINTURAS ESMALTES","6" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-21-4","FLA-GLOSS MARFIL SUAVE","507","PINTURAS ESMALTES","13" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-23-1","FLA-GLOSS AMARILLO CATERPILLA","507","PINTURAS ESMALTES","13.75" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-23-4","FLA-GLOSS AMARILLO CATERPILLA","507","PINTURAS ESMALTES","4" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-24-1","FLA-GLOSS AMARILLO","507","PINTURAS ESMALTES","60" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-24-4","FLA-GLOSS AMARILLO","507","PINTURAS ESMALTES","2" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-28-1","FLA-GLOSS TERRACOTA","507","PINTURAS ESMALTES","64.625" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-28-4","FLA-GLOSS TERRACOTA","507","PINTURAS ESMALTES","14" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-31-1","FLA-GLOSS NARANJA","507","PINTURAS ESMALTES","3.625" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-31-4","FLA-GLOSS NARANJA","507","PINTURAS ESMALTES","1" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-51-1","FLA-GLOSS AZUL BAHIA","507","PINTURAS ESMALTES","15" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-51-4","FLA-GLOSS AZUL BAHIA","507","PINTURAS ESMALTES","21" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-52-1","FLA-GLOSS AZUL CLARO","507","PINTURAS ESMALTES","144" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-52-4","FLA-GLOSS AZUL CLARO","507","PINTURAS ESMALTES","18" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-54-1","FLA-GLOSS AZUL MEDIO","507","PINTURAS ESMALTES","103.625" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-54-4","FLA-GLOSS AZUL MEDIO","507","PINTURAS ESMALTES","37" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-55-1","FLA-GLOSS AZUL NACIONAL","507","PINTURAS ESMALTES","4" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-61-1","FLA-GLOSS VERDE SELVA","507","PINTURAS ESMALTES","51" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-61-4","FLA-GLOSS VERDE SELVA","507","PINTURAS ESMALTES","59" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-62-1","FLA-GLOSS VERDE CLARO","507","PINTURAS ESMALTES","36" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-62-4","FLA-GLOSS VERDE CLARO","507","PINTURAS ESMALTES","108" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-65-1","FLA-GLOSS TURQUESA","507","PINTURAS ESMALTES","29" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-65-4","FLA-GLOSS TURQUESA","507","PINTURAS ESMALTES","39" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-66-1","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","81" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-66-4","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","64" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-82-1","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","93" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-82-4","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","151" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-91-1","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","28.25" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-20-91-4","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","48" 
356","COLORES SANTA ROSALIA C.A.","1","FLA-320-020-1","BARNIZ PARA MADERA MATE","800","BARNICES","8" 
